tag,surrogate,alpha,seed,epoch,train_loss,test_loss,test_acc,firing_rate,seconds
headtohead,gaussian,1,4,8,0.025853,0.478295,0.907900,0.056759,11.298
headtohead,gaussian,1,5,1,0.318070,0.418504,0.878900,0.047759,11.012
headtohead,gaussian,1,5,2,0.120007,0.370728,0.893800,0.048616,11.004
headtohead,gaussian,1,5,3,0.066977,0.348205,0.909700,0.053912,11.313
headtohead,gaussian,1,5,4,0.041855,0.395612,0.906800,0.057486,11.207
headtohead,gaussian,1,5,5,0.031281,0.412601,0.909900,0.058894,11.253
headtohead,gaussian,1,5,6,0.025162,0.443734,0.902000,0.060725,11.362
headtohead,gaussian,1,5,7,0.025620,0.477891,0.910900,0.064182,11.424
headtohead,gaussian,1,5,8,0.029246,0.523661,0.902100,0.059723,11.345
headtohead,gaussian,1,6,1,0.319328,0.428455,0.875000,0.045870,10.927
headtohead,gaussian,1,6,2,0.122622,0.353530,0.899700,0.047836,11.178
headtohead,gaussian,1,6,3,0.065817,0.388456,0.899800,0.052177,11.141
headtohead,gaussian,1,6,4,0.040418,0.398592,0.900100,0.054887,11.214
headtohead,gaussian,1,6,5,0.030855,0.449426,0.905400,0.057106,11.274
headtohead,gaussian,1,6,6,0.024815,0.469977,0.901500,0.057507,11.397
headtohead,gaussian,1,6,7,0.023214,0.476414,0.905900,0.058544,11.387
headtohead,gaussian,1,6,8,0.029295,0.475465,0.904500,0.056518,11.511
headtohead,gaussian,1,7,1,0.317627,0.440705,0.868500,0.046614,10.786
headtohead,gaussian,1,7,2,0.122902,0.349577,0.903300,0.047308,11.063
headtohead,gaussian,1,7,3,0.068218,0.416604,0.894100,0.052555,11.303
headtohead,gaussian,1,7,4,0.041667,0.447743,0.898800,0.055969,11.284
headtohead,gaussian,1,7,5,0.028348,0.435897,0.902000,0.056461,11.317
headtohead,gaussian,1,7,6,0.029117,0.448255,0.902800,0.057778,11.180
headtohead,gaussian,1,7,7,0.027764,0.481034,0.903500,0.056875,11.358
headtohead,gaussian,1,7,8,0.025634,0.486908,0.907700,0.059974,11.448
headtohead,gaussian,1,8,1,0.328725,0.425397,0.872300,0.046101,10.915
headtohead,gaussian,1,8,2,0.120328,0.374563,0.897200,0.052011,11.206
headtohead,gaussian,1,8,3,0.065591,0.382528,0.903200,0.051513,11.000
headtohead,gaussian,1,8,4,0.043434,0.401065,0.900100,0.052118,11.204
headtohead,gaussian,1,8,5,0.031195,0.463595,0.902600,0.053639,11.146
headtohead,gaussian,1,8,6,0.023845,0.444028,0.912300,0.058834,11.471
headtohead,gaussian,1,8,7,0.028016,0.566324,0.892500,0.057461,11.404
headtohead,gaussian,1,8,8,0.025592,0.535697,0.903100,0.058384,11.517
headtohead,rectangular,0.5,1,1,0.330584,0.400639,0.883000,0.045302,10.513
headtohead,rectangular,0.5,1,2,0.124501,0.371167,0.896000,0.047295,10.397
headtohead,rectangular,0.5,1,3,0.070841,0.371699,0.900500,0.050379,10.287
headtohead,rectangular,0.5,1,4,0.043870,0.380575,0.909600,0.051005,10.415
headtohead,rectangular,0.5,1,5,0.032557,0.434081,0.903900,0.054372,10.454
headtohead,rectangular,0.5,1,6,0.026391,0.405517,0.912600,0.052329,10.357
headtohead,rectangular,0.5,1,7,0.020451,0.457603,0.907900,0.053799,10.320
headtohead,rectangular,0.5,1,8,0.022026,0.503750,0.903000,0.057253,10.345
headtohead,rectangular,0.5,2,1,0.329292,0.392938,0.886200,0.043776,10.419
headtohead,rectangular,0.5,2,2,0.124232,0.352021,0.901300,0.046372,10.550
headtohead,rectangular,0.5,2,3,0.070781,0.337680,0.908800,0.050594,10.211
headtohead,rectangular,0.5,2,4,0.043182,0.375922,0.909100,0.052927,10.580
